Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
8,350,,1.0,1.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,10.0,94103,1477873168154
8,1901,0.0,3.0,3.0,,90000.0,108000.0,9.0,9.0,2,,5.0,5.0,3.0,94133,1475192413187
8,1225,,1.0,1.0,,50000.0,150000.0,0.0,0.0,2,,5.0,5.0,6.0,94103,1477723165153
8,2177,,1.0,1.0,,225000.0,250000.0,,,2,,5.0,5.0,10.0,94124,1474330178449
8,1848,0.0,4.0,4.0,,90000.0,90000.0,7.0,7.0,2,,5.0,5.0,2.0,94109,1477313400277
8,201,0.0,17.0,17.0,,13000.0,13000.0,,,2,,1.0,1.0,3.0,94111,1472526298591
8,455,,23.0,23.0,,8360.0,8360.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1476928164576
8,832,,10.0,10.0,,1200.0,1200.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1478271165535
8,353,,23.0,23.0,,10000.0,10000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147175863381
8,650,0.0,34.0,34.0,,1.0,6000.0,,,2,,1.0,1.0,3.0,94108,1472570296980
8,1,,31.0,31.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147366666082
8,51,,3.0,3.0,,300000.0,360000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,147694471708
8,51,0.0,3.0,3.0,,50000.0,50000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,1472932302107
8,353,,0.0,0.0,,60000.0,60000.0,0.0,0.0,2,,,,6.0,94158,1115591438415
8,550,,6.0,6.0,,15912.0,15912.0,0.0,0.0,2,,1.0,1.0,6.0,94158,1480983474547
8,1,,42.0,42.0,,9850.0,70951.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1474917164604
8,340,,9.0,9.0,,5000.0,8200.0,70.0,70.0,2,,2.0,2.0,9.0,94103,1473701504949
8,37,,,,,1.0,1.0,0.0,0.0,0,,,,3.0,94111,129135862226
8,350,,20.0,20.0,,200000.0,700000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1474766495350
8,456,0.0,26.0,26.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1473321297076
8,695,0.0,2.0,2.0,,1000.0,1000.0,1.0,1.0,2,,5.0,5.0,10.0,94107,1472548454596
8,333,,43.0,43.0,,110000.0,220000.0,1907.0,1907.0,2,,1.0,1.0,5.0,94102,1472298374275
8,50,,42.0,42.0,,3000.0,3000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1470934164573
8,760,,2.0,2.0,,12000.0,13500.0,,,2,,1.0,1.0,6.0,94103,1476285350866
8,750,,7.0,7.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94111,147631561386
8,1,,2.0,2.0,,1.0,1.0,,,2,,5.0,2.0,10.0,94124,1473667173697
8,501,,0.0,0.0,,6000.0,6000.0,0.0,0.0,2,,,,1.0,94122,1478217491534
8,221,,16.0,16.0,,21389.0,16000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1472780165681
8,55,,4.0,4.0,,60000.0,60000.0,6.0,6.0,2,,5.0,5.0,6.0,94103,1471970167512
8,185,,6.0,6.0,,1175000.0,2000000.0,0.0,0.0,2,,2.0,2.0,6.0,94158,1474761388160
8,1,,3.0,3.0,,300000.0,300000.0,0.0,0.0,2,,2.0,2.0,3.0,94133,147407256194
8,325,,1.0,1.0,,5500.0,5500.0,0.0,0.0,2,,3.0,3.0,10.0,94124,1478835177943
8,2101,,5.0,5.0,,12500.0,12500.0,0.0,0.0,2,,3.0,3.0,9.0,94110,1472482159387
8,2250,14.0,1.0,1.0,,1.0,1.0,0.0,0.0,2,,2.0,2.0,10.0,94124,1472398178034
8,930,0.0,6.0,6.0,,30000.0,55000.0,44.0,44.0,2,,3.0,3.0,3.0,94109,1474861420124
8,2342,,3.0,3.0,,1000.0,1000.0,18.0,18.0,2,,5.0,5.0,10.0,94107,1475760170918
8,1120,,3.0,3.0,,70000.0,70000.0,12.0,12.0,2,,5.0,5.0,3.0,94133,1473649231329
8,22,,2.0,2.0,,3000.0,3000.0,0.0,0.0,0,,1.0,1.0,3.0,94111,147323166150
8,220,,23.0,23.0,,1500.0,1200.0,0.0,0.0,2,,1.0,1.0,3.0,94104,147778066168
3,1100,,7.0,7.0,,1.0,10000.0,135.0,135.0,2,,1.0,1.0,5.0,94102,147613170098
8,875,,5.0,5.0,,3800.0,3800.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1471643349423
8,2244,,3.0,3.0,,1.0,1.0,2.0,2.0,2,,5.0,5.0,2.0,94115,1458775508415
8,555,0.0,52.0,52.0,,3460.0,3500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1454039298587
8,755,,2.0,2.0,,15000.0,37500.0,,,2,,2.0,2.0,11.0,94112,1461852215020
8,1455,,22.0,22.0,,106000.0,106000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1466446394002
8,1800,,12.0,12.0,,1.0,150000.0,0.0,0.0,2,,1.0,1.0,6.0,94158,1616309508133
8,4,,40.0,40.0,,5200.0,5200.0,0.0,0.0,2,,1.0,1.0,3.0,94111,146230563351
8,555,0.0,52.0,52.0,,2550.0,2550.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1459843298587
8,4,,45.0,45.0,,690000.0,690000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145645763352
8,575,,12.0,12.0,,900.0,900.0,46.0,46.0,2,,1.0,1.0,5.0,94102,146867669724
8,90,,15.0,15.0,,1500.0,1500.0,,,2,,1.0,1.0,6.0,94105,1457271164483
8,111,0.0,18.0,18.0,,3500.0,2400.0,,,2,,1.0,1.0,3.0,94111,1467606298620
8,585,,5.0,5.0,,601724.0,601724.0,,,2,,2.0,2.0,4.0,94132,1466529473268
8,101,,29.0,29.0,,47000.0,47000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,146035067035
8,845,,9.0,9.0,,40000.0,80000.0,,,2,,1.0,1.0,6.0,94103,1461999472808
8,201,,17.0,17.0,,3000.0,3000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145777866080
8,980,,5.0,5.0,,30000.0,66000.0,73.0,73.0,2,,3.0,3.0,3.0,94109,1461969233444
8,501,,7.0,7.0,,15000.0,15000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1466829362134
8,1550,,12.0,12.0,,18017.0,18000.0,,,2,,1.0,1.0,9.0,94103,1454552168058
8,299,0.0,18.0,18.0,,25000.0,25000.0,410.0,410.0,2,,1.0,1.0,6.0,94105,1456945480964
8,475,,4.0,4.0,,1.0,1000.0,0.0,0.0,2,,4.0,4.0,6.0,94107,1457811167709
8,1,,42.0,42.0,,32880.0,32880.0,,,2,,1.0,1.0,6.0,94105,1458024164605
8,387,,6.0,6.0,,65000.0,65000.0,71.0,71.0,2,,3.0,3.0,5.0,94102,146706069825
8,2807,,4.0,4.0,,270000.0,576000.0,9.0,9.0,2,,5.0,5.0,2.0,94123,1454835235402
8,500,0.0,9.0,9.0,,500.0,500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1454909296197
8,645,,4.0,4.0,,218400.0,218400.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1460294166653
8,2500,,2.0,2.0,,300000.0,300000.0,,,2,,3.0,3.0,9.0,94103,1454865168070
8,424,,2.0,2.0,,120000.0,120000.0,0.0,0.0,2,,3.0,3.0,9.0,94110,1455300391393
8,235,,31.0,31.0,,13364.0,13364.0,0.0,0.0,2,,1.0,1.0,3.0,94104,146047966177
8,1950,0.0,4.0,4.0,,88000.0,88000.0,6.0,6.0,2,,5.0,5.0,2.0,94109,1459573413517
8,51,,3.0,3.0,,22000.0,35000.0,5.0,5.0,2,,5.0,5.0,8.0,94114,1456959245728
8,1101,,4.0,4.0,,25000.0,25000.0,17.0,17.0,2,,5.0,5.0,3.0,94108,1461838385285
8,336,0.0,2.0,2.0,,5000.0,5000.0,,,2,,3.0,3.0,3.0,94102,1455557300639
8,101,,2.0,2.0,,300000.0,300000.0,,,2,,3.0,3.0,3.0,94111,145439960350
8,799,,8.0,8.0,,9450.0,5000.0,,,2,,1.0,1.0,6.0,94103,1461888164442
8,389,,3.0,3.0,,20000.0,20000.0,,,2,,1.0,1.0,1.0,94118,145564799881
8,1171,,3.0,3.0,,27000.0,27000.0,,,2,,3.0,3.0,6.0,94103,1465063508254
8,235,,25.0,25.0,,20000.0,20000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,145821266161
8,930,,1.0,1.0,,12000.0,12000.0,0.0,0.0,2,,3.0,3.0,3.0,94109,1461430376798
8,1,,42.0,42.0,,34620.0,34620.0,,,2,,1.0,1.0,6.0,94105,1458026164605
8,140,,26.0,26.0,,510.0,510.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1455092466407
8,2131,,3.0,3.0,,3000.0,3000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,146381184222
8,900,,9.0,9.0,,10000.0,10000.0,282.0,282.0,2,,1.0,1.0,6.0,94107,1462382504399
8,1760,,1.0,1.0,,22000.0,22000.0,0.0,0.0,2,,3.0,3.0,10.0,94124,1458563506346
8,1985,,3.0,3.0,,95000.0,95000.0,9.0,9.0,2,,5.0,5.0,5.0,94117,1458768240039
8,555,0.0,52.0,52.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1453487298587
8,45,,0.0,39.0,,1.0,1.0,0.0,320.0,2,,,1.0,6.0,94105,1467565365345
8,2060,,3.0,3.0,,30000.0,168700.0,2.0,2.0,2,,5.0,5.0,2.0,94115,145937087513
8,898,,,4.0,,25000.0,0.0,0.0,5.0,2,,,5.0,2.0,94109,1465951505756
8,555,0.0,52.0,52.0,,1020.0,1020.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1461989298587
8,1550,,12.0,12.0,,129065.0,174989.0,,,2,,1.0,1.0,9.0,94103,1464957168058
8,1,,40.0,40.0,,2000.0,2000.0,0.0,0.0,2,,1.0,1.0,3.0,94126,146819063347
8,62,0.0,3.0,3.0,,129600.0,129600.0,3.0,4.0,2,,5.0,5.0,6.0,94103,1464498398299
8,2560,,3.0,3.0,,4500.0,47000.0,5.0,5.0,2,,5.0,5.0,3.0,94109,1467314230677
8,433,,5.0,5.0,,280719.0,280719.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1469958385797
8,2190,,4.0,4.0,,1.0,1.0,18.0,18.0,2,,5.0,5.0,2.0,94123,147065184208
8,170,16.0,2.0,2.0,,10000.0,0.0,53.0,53.0,2,,5.0,5.0,3.0,94111,1463759500102
8,1700,570.0,11.0,11.0,,8000.0,8000.0,46.0,46.0,2,,1.0,1.0,2.0,94109,1461390502511
8,645,,4.0,4.0,,1000.0,1500.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1465573166653
8,2650,,2.0,2.0,,450000.0,450000.0,0.0,0.0,2,,1.0,1.0,9.0,94110,1469897168784
8,300,,,0.0,,100000.0,100000.0,,,2,,,,6.0,94158,1467440430299
8,101,,26.0,26.0,,3260.0,3260.0,,,2,,1.0,1.0,6.0,94105,1458310451384
8,1201,,0.0,6.0,,1.0,1.0,0.0,263.0,0,,,1.0,10.0,94107,1467328459813
8,1088,,1.0,1.0,,17200.0,17200.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1460452164868
8,5114,,2.0,2.0,,60000.0,90000.0,1.0,1.0,2,,5.0,5.0,10.0,94124,1454820180599
8,1400,,15.0,15.0,,7200.0,7200.0,190.0,190.0,2,,1.0,1.0,6.0,94103,1460963156279
8,1295,,3.0,3.0,,40000.0,70000.0,6.0,6.0,2,,5.0,5.0,9.0,94110,1454314250017
8,2,,30.0,30.0,,1040.0,1040.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144928963348
8,650,0.0,33.0,33.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94108,1452465296980
8,33,,20.0,20.0,,2000.0,2000.0,,,2,,1.0,1.0,6.0,94105,1450988164504
8,555,,21.0,21.0,,20000.0,20000.0,,,2,,1.0,1.0,6.0,94105,1451854507761
8,1200,,,,,1.0,0.0,,,2,,,,10.0,94107,1450916391176
8,1,,40.0,40.0,,1.0,5000.0,,,2,,1.0,1.0,3.0,94126,145288063347
8,1864,,3.0,3.0,,22400.0,22400.0,6.0,6.0,2,,5.0,5.0,3.0,94109,1450618232561
8,1420,,15.0,15.0,,18000.0,34000.0,142.0,142.0,0,,1.0,1.0,5.0,94115,1449978432634
8,2300,,3.0,3.0,,215000.0,400000.0,0.0,0.0,2,,2.0,2.0,9.0,94110,1451772505283
8,650,,6.0,6.0,,23570.0,23570.0,,,2,,1.0,1.0,6.0,94103,1450150348556
8,153,,9.0,9.0,,13500.0,13500.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1451338386031
8,2198,,,6.0,,1.0,1.0,,87.0,2,,,1.0,8.0,94114,1451248501133
8,1175,,2.0,2.0,,30000.0,30000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1452308354863
8,1,,5.0,5.0,,20000.0,20000.0,,,2,,1.0,1.0,6.0,94105,1451950167171
8,255,,2.0,2.0,,1000.0,9000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1452697165210
8,345,0.0,48.0,48.0,,1.0,1.0,158.0,158.0,2,,1.0,1.0,3.0,94104,1450817298918
8,650,,6.0,6.0,,25000.0,75000.0,,,2,,1.0,1.0,6.0,94103,1451659348556
8,33,,20.0,20.0,,11206.0,11206.0,,,2,,1.0,1.0,6.0,94105,1450147164504
8,211,,18.0,18.0,,18400.0,18400.0,0.0,0.0,2,,2.0,2.0,6.0,94105,1452861165680
8,50,,42.0,42.0,,20000.0,180000.0,,,2,,1.0,1.0,6.0,94105,1450194164581
8,499,,3.0,3.0,,10000.0,0.0,18.0,18.0,2,,2.0,2.0,2.0,94123,1450687234135
8,165,,6.0,6.0,,30000.0,0.0,,,2,,1.0,1.0,3.0,94102,145298769772
8,100,,6.0,6.0,,6300.0,8000.0,164.0,164.0,2,,3.0,3.0,3.0,94102,1452838233947
8,888,,5.0,5.0,,15000.0,15000.0,,,2,,1.0,1.0,6.0,94103,1450559373726
8,945,,5.0,5.0,,5800.0,5800.0,,,2,,1.0,1.0,6.0,94103,1452611489538
8,1045,,5.0,5.0,,11000.0,15000.0,258.0,258.0,2,,1.0,1.0,6.0,94103,1450021164934
8,1408,0.0,5.0,5.0,,35000.0,35000.0,37.0,37.0,2,,3.0,3.0,3.0,94109,1451483297368
8,2,,30.0,30.0,,1.0,11000.0,,,2,,1.0,1.0,3.0,94111,145288163348
8,101,,48.0,48.0,,7200.0,7200.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144576066081
8,274,,6.0,6.0,,4900.0,4900.0,,,2,,1.0,1.0,6.0,94107,1443688167205
8,114,0.0,14.0,14.0,,225000.0,225000.0,,,2,,1.0,1.0,3.0,94104,1448923298814
8,150,904.0,9.0,9.0,,100000.0,100000.0,72.0,72.0,2,,1.0,1.0,3.0,94111,144896856953
8,2300,0.0,3.0,3.0,,51000.0,250000.0,0.0,1.0,2,,5.0,5.0,3.0,94133,1445085291959
8,1390,,3.0,3.0,,18000.0,18000.0,84.0,84.0,2,,5.0,5.0,3.0,94109,1447120385743
8,100,,15.0,15.0,,103325.0,180000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144363863367
8,900,,9.0,9.0,,55000.0,85000.0,282.0,282.0,2,,1.0,1.0,6.0,94107,1446902504399
8,201,,18.0,18.0,,45600.0,119900.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1447061165689
8,303,,10.0,10.0,,40000.0,4000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1446268347172
8,235,,31.0,31.0,,6000.0,8500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,144519366177
8,301,,23.0,23.0,,10250.0,10250.0,,,2,,1.0,1.0,6.0,94105,1445329165667
8,310,,4.0,4.0,,30000.0,30000.0,24.0,24.0,2,,5.0,5.0,1.0,94118,1446096242520
8,85,,8.0,8.0,,1.0,3000.0,,,2,,1.0,1.0,6.0,94105,1444564359554
8,398,,3.0,3.0,,15000.0,15000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1447600156730
8,1966,0.0,4.0,4.0,,12000.0,13000.0,12.0,12.0,2,,5.0,5.0,2.0,94109,1445787413738
8,2621,,2.0,2.0,,39000.0,39000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,144804784772
8,1200,,2.0,2.0,,15000.0,15000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1441583165165
8,450,,3.0,3.0,,20000.0,0.0,,,2,,1.0,1.0,6.0,94103,1452025156804
8,220,,22.0,22.0,,4000.0,6000.0,,,2,,1.0,1.0,3.0,94104,144345866168
8,274,,6.0,6.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1443039167205
8,1499,,1.0,1.0,,4481.0,4481.0,,,2,,3.0,3.0,10.0,94124,1448984178052
8,1740,,2.0,2.0,,9000.0,9000.0,,,2,,5.0,5.0,10.0,94124,1445524387747
8,2240,,4.0,4.0,,60000.0,160000.0,21.0,21.0,2,,5.0,5.0,2.0,94123,144691384239
8,50,,42.0,42.0,,6000.0,1.0,,,2,,1.0,1.0,6.0,94105,1446512164581
8,555,0.0,17.0,17.0,,5000.0,1000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1449249296981
8,1,,27.0,27.0,,60000.0,60000.0,,,2,,1.0,1.0,6.0,94105,1448426164604
8,601,,3.0,3.0,,16000.0,16800.0,0.0,0.0,2,,4.0,4.0,6.0,94107,1442024385638
8,898,,1.0,1.0,,5000.0,5000.0,,,2,,5.0,5.0,10.0,94107,1447501171812
3,242,,,5.0,,250000.0,250000.0,,167.0,2,,,1.0,10.0,94134,1598752511757
8,33,,20.0,20.0,,550000.0,830400.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1444549164504
8,595,,5.0,5.0,,16000.0,10001.0,,,2,,1.0,1.0,4.0,94132,1443348473269
8,3400,,4.0,4.0,,35000.0,35000.0,170.0,170.0,2,,3.0,3.0,2.0,94123,144761371215
8,185,,6.0,6.0,,325000.0,325000.0,,,2,,1.0,1.0,6.0,94158,1448952348598
8,50,,42.0,42.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1446515164581
8,1,,43.0,43.0,,1.0,7500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1441939164605
8,338,,36.0,36.0,,1.0,1.0,234.0,230.0,2,,1.0,1.0,6.0,94105,1449388488516
8,194,,0.0,3.0,,18000.0,20000.0,0.0,1.0,2,,,5.0,9.0,94134,1444467507986
8,505,,10.0,10.0,,3000.0,7000.0,,,2,,1.0,1.0,6.0,94105,1442653496570
8,101,,5.0,5.0,,5600.0,6000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1446483164631
8,158,,2.0,2.0,,40000.0,80000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,144877871033
8,50,,42.0,42.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1446518164581
8,1335,,1.0,1.0,,40000.0,40000.0,,,2,,3.0,3.0,5.0,94115,1445800351731
8,3,,30.0,30.0,,150244.0,150244.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144711563349
8,2970,,3.0,3.0,,331879.0,331879.0,1.0,1.0,2,,5.0,5.0,2.0,94115,144304685712
8,508,0.0,3.0,3.0,,122000.0,122000.0,16.0,16.0,2,,5.0,5.0,5.0,94102,1449301403355
8,555,0.0,52.0,52.0,,4160.0,4160.0,,,2,,1.0,1.0,3.0,94104,1442264298587
8,250,,,12.0,,1.0,15000.0,,208.0,2,,,1.0,6.0,94103,1443444165532
8,638,,5.0,5.0,,3100.0,3100.0,24.0,24.0,2,,1.0,1.0,10.0,94107,1442454494261
8,3321,,4.0,4.0,,15000.0,15000.0,15.0,15.0,2,,5.0,5.0,2.0,94123,1448471507568
8,845,,9.0,9.0,,4000.0,5000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1448572448478
8,1860,105.0,4.0,4.0,,15000.0,20000.0,17.0,17.0,0,,5.0,5.0,2.0,94109,125859476055
8,1744,,3.0,3.0,,1.0,4000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436862503885
8,1142,,2.0,1.0,,1.0,1.0,4.0,4.0,2,,5.0,5.0,5.0,94115,1440091503846
8,1058,,0.0,5.0,,2500.0,2500.0,0.0,15.0,2,,,5.0,9.0,94110,1438295360315
3,66,,,,,75000.0,75000.0,,,2,,,,6.0,94130,1591203512795
8,101,,20.0,20.0,,5861.0,5861.0,,,2,,1.0,1.0,6.0,94105,1437674368933
8,2444,,,4.0,,1.0,1.0,,43.0,0,,,3.0,2.0,94123,158835684665
8,220,,22.0,22.0,,379500.0,379500.0,,,2,,1.0,1.0,3.0,94104,158650666168
8,220,,22.0,22.0,,2947.0,2947.0,0.0,0.0,2,,1.0,1.0,3.0,94104,143825266168
8,300,,4.0,4.0,,25000.0,25000.0,0.0,0.0,2,,2.0,2.0,3.0,94133,143965560359
8,1445,,1.0,1.0,,350000.0,350000.0,,,2,,5.0,5.0,9.0,94110,1439222374297
8,1111,,3.0,1.0,,1.0,1.0,18.0,18.0,2,,5.0,5.0,5.0,94115,143683680898
8,1151,,2.0,2.0,,1.0,4000.0,3.0,3.0,2,,5.0,5.0,5.0,94115,1436866365765
8,1427,,4.0,4.0,,18000.0,18000.0,9.0,9.0,2,,5.0,5.0,3.0,94109,1589734236204
8,300,,2.0,2.0,,2000.0,2000.0,,,2,,5.0,5.0,10.0,94103,1436805168159
8,555,,17.0,17.0,,50000.0,50000.0,,,2,,1.0,1.0,3.0,94108,1437672360608
8,1740,,2.0,2.0,,12000.0,12000.0,,,2,,2.0,2.0,10.0,94124,1440768387747
8,446,,2.0,2.0,,6000.0,6000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1436804380670
8,600,,5.0,5.0,,8000.0,8000.0,27.0,27.0,2,,5.0,5.0,9.0,94110,1439624159383
8,575,,6.0,6.0,,60000.0,60000.0,36.0,36.0,2,,3.0,3.0,5.0,94117,1594537237376
8,1666,,3.0,1.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1440101448813
8,221,,16.0,16.0,,805728.0,805728.0,,,2,,1.0,1.0,6.0,94105,1438715165681
8,1355,,11.0,11.0,,18941.0,18941.0,,,2,,1.0,1.0,6.0,94103,1439697347127
8,440,,1.0,1.0,,20000.0,20000.0,,,2,,3.0,3.0,3.0,94133,144024761572
8,865,,8.0,8.0,,5000.0,5256.0,,,2,,1.0,1.0,6.0,94103,1437329164435
8,799,,8.0,8.0,,15500.0,15500.0,,,2,,1.0,1.0,6.0,94103,1437670164442
8,235,,25.0,25.0,,48705.0,48705.0,,,2,,1.0,1.0,3.0,94104,143860266161
8,1160,,2.0,2.0,,1.0,1.0,4.0,4.0,2,,5.0,5.0,5.0,94115,1436849365761
8,1100,,2.0,2.0,,6000.0,1.0,0.0,0.0,2,,3.0,3.0,10.0,94124,1438766175189
8,2,,30.0,30.0,,101050.0,101050.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144031863348
8,1188,,3.0,3.0,,1.0,1.0,6.0,6.0,2,,5.0,5.0,5.0,94115,1436820377381
8,1029,0.0,7.0,7.0,,1000.0,3000.0,57.0,57.0,2,,5.0,5.0,5.0,94109,1437518400097
8,2183,,3.0,3.0,,25000.0,25000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,143965273609
8,123,0.0,29.0,29.0,,67080.0,67080.0,,,2,,1.0,1.0,6.0,94105,1438165480609
8,1520,,3.0,3.0,,59000.0,59000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,143607572205
8,601,,20.0,20.0,,65000.0,65000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143612262299
8,102,0.0,4.0,4.0,,2100000.0,2100000.0,41.0,41.0,2,,5.0,5.0,6.0,94107,1579644470457
8,3146,,1.0,1.0,,50000.0,110000.0,,,2,,5.0,5.0,9.0,94110,1429465207896
8,600,,5.0,5.0,,10000.0,10000.0,,,2,,1.0,1.0,6.0,94103,1434294167600
8,444,,2.0,2.0,,25000.0,25000.0,,,2,,3.0,3.0,3.0,94133,1428419359270
8,1,,32.0,32.0,,4500.0,4500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143065466082
8,1489,,14.0,14.0,,40000.0,50000.0,156.0,156.0,2,,1.0,1.0,5.0,94115,143128279983
3,1087,,3.0,3.0,,100000.0,100000.0,,,2,,3.0,3.0,6.0,94103,1429564164931
8,1545,,,4.0,,1.0,1.0,,3.0,2,,,5.0,1.0,94118,1583469100150
8,50,,42.0,42.0,,50000.0,50000.0,,,2,,1.0,1.0,6.0,94105,1436109164581
8,98,,6.0,6.0,,5000.0,5000.0,0.0,0.0,2,,5.0,5.0,3.0,94111,158641266152
8,185,,6.0,6.0,,30000.0,750000.0,,,2,,2.0,2.0,6.0,94158,1434119348598
8,3455,,2.0,2.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94118,158488586424
8,1201,,3.0,3.0,,90000.0,120000.0,16.0,16.0,2,,5.0,5.0,3.0,94109,143483362798
8,303,,10.0,10.0,,7300.0,7300.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1433713347172
8,645,,11.0,11.0,,35000.0,46000.0,70.0,70.0,2,,1.0,1.0,3.0,94108,158272365187
8,760,,11.0,11.0,,1.0,90000.0,,,2,,1.0,1.0,3.0,94108,143412469778
8,595,,6.0,6.0,,10000.0,11000.0,,,2,,1.0,1.0,4.0,94132,1431421473269
8,345,0.0,9.0,9.0,,3000.0,3000.0,112.0,112.0,2,,1.0,1.0,5.0,94102,1431917301619
8,701,,2.0,2.0,,69890.0,80000.0,,,2,,3.0,3.0,10.0,94124,1428928173673
8,415,,3.0,3.0,,950000.0,950000.0,0.0,0.0,2,,3.0,3.0,3.0,94111,1585022501834
8,1700,,5.0,5.0,,1500.0,0.0,,,2,,1.0,1.0,6.0,94158,1429632437413
8,2898,,,5.0,,1.0,1.0,,56.0,2,,,1.0,4.0,94116,1581711261598
8,550,,11.0,11.0,,12800.0,12800.0,,,2,,1.0,1.0,3.0,94108,1435667350373
8,150,,2.0,2.0,,35000.0,35000.0,,,2,,3.0,3.0,3.0,94133,1431640347545
8,447,0.0,5.0,5.0,,1.0,1.0,51.0,51.0,2,,3.0,3.0,3.0,94108,1428469420257
8,330,0.0,6.0,6.0,,50000.0,50000.0,,,2,,3.0,3.0,5.0,94102,1430781444999
8,550,,11.0,11.0,,3000.0,3000.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1430650350373
8,718,110.0,0.0,16.0,,1.0,1.0,0.0,263.0,2,,,1.0,6.0,94158,1432300506091
8,1,,25.0,25.0,,100000.0,550000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1581134289258
8,301,,23.0,23.0,,269500.0,269500.0,,,2,,1.0,1.0,6.0,94105,1432825165667
8,505,,11.0,11.0,,70000.0,70000.0,,,2,,1.0,1.0,6.0,94105,1429218496570
8,3320,0.0,3.0,3.0,,50000.0,75000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,1428864302491
8,44,,43.0,43.0,,148000.0,148000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,143481767101
8,185,,5.0,5.0,,1000000.0,3000000.0,,,2,,1.0,1.0,6.0,94158,1433360348598
8,50,,3.0,3.0,,1.0,1.0,5.0,5.0,2,,5.0,5.0,2.0,94118,143553287910
8,1639,,0.0,3.0,,5080.0,5080.0,0.0,0.0,0,,,2.0,5.0,94117,143437592928
